"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","MSDIAL_AHexCS","[M+NH4]+","1","2","RT_min","RT_max","Comment","RT at Max Intensity","MSDIAL_AHexCS","[M+NH4]+","1","2","RT_min","RT_max","Comment","Number of Scans","MSDIAL_AHexCS","[M+NH4]+","1","2","RT_min","RT_max","Comment","Max Intensity","MSDIAL_AHexCS","[M+NH4]+","1","2","RT_min","RT_max","Comment","Average m/z","MSDIAL_AHexCS","[M+NH4]+","1","2","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","MSDIAL_AHexCS","[M+NH4]+","1","2","RT_min","RT_max","Comment"
"","MSDIAL_ST 27:1;O;Hex;FA 12:0;[M+NH4]+;CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;ZYKBJURXSSJNSZ-UHFFFAOYNA-N;C45H78O7",0,0,0,"6.83736944444445","7.13736944444445","17284","","MSDIAL_ST 27:1;O;Hex;FA 12:0;[M+NH4]+;CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;ZYKBJURXSSJNSZ-UHFFFAOYNA-N;C45H78O7",0,0,0,"6.83736944444445","7.13736944444445","17284","","MSDIAL_ST 27:1;O;Hex;FA 12:0;[M+NH4]+;CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;ZYKBJURXSSJNSZ-UHFFFAOYNA-N;C45H78O7",0,0,0,"6.83736944444445","7.13736944444445","17284","","MSDIAL_ST 27:1;O;Hex;FA 12:0;[M+NH4]+;CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;ZYKBJURXSSJNSZ-UHFFFAOYNA-N;C45H78O7",0,0,0,"6.83736944444445","7.13736944444445","17284","","MSDIAL_ST 27:1;O;Hex;FA 12:0;[M+NH4]+;CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;ZYKBJURXSSJNSZ-UHFFFAOYNA-N;C45H78O7",0,0,0,"6.83736944444445","7.13736944444445","17284","","MSDIAL_ST 27:1;O;Hex;FA 12:0;[M+NH4]+;CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;ZYKBJURXSSJNSZ-UHFFFAOYNA-N;C45H78O7","748.60858","369.3516","748.6086","6.83736944444445","7.13736944444445","17284"
"","MSDIAL_ST 27:1;O;Hex;FA 20:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;NSLQLKQKIHUVTB-PFONDFGANA-N;C53H92O7",0,0,0,"11.7445388888889","12.0445388888889","2951","","MSDIAL_ST 27:1;O;Hex;FA 20:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;NSLQLKQKIHUVTB-PFONDFGANA-N;C53H92O7",0,0,0,"11.7445388888889","12.0445388888889","2951","","MSDIAL_ST 27:1;O;Hex;FA 20:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;NSLQLKQKIHUVTB-PFONDFGANA-N;C53H92O7",0,0,0,"11.7445388888889","12.0445388888889","2951","","MSDIAL_ST 27:1;O;Hex;FA 20:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;NSLQLKQKIHUVTB-PFONDFGANA-N;C53H92O7",0,0,0,"11.7445388888889","12.0445388888889","2951","","MSDIAL_ST 27:1;O;Hex;FA 20:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;NSLQLKQKIHUVTB-PFONDFGANA-N;C53H92O7",0,0,0,"11.7445388888889","12.0445388888889","2951","","MSDIAL_ST 27:1;O;Hex;FA 20:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;NSLQLKQKIHUVTB-PFONDFGANA-N;C53H92O7","858.71813","369.3516","858.7181","11.7445388888889","12.0445388888889","2951"
"","MSDIAL_ST 27:1;O;Hex;FA 20:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;NSLQLKQKIHUVTB-PFONDFGANA-N;C53H92O7",0,0,0,"10.2360212121212","10.5360212121212","8349","","MSDIAL_ST 27:1;O;Hex;FA 20:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;NSLQLKQKIHUVTB-PFONDFGANA-N;C53H92O7",0,0,0,"10.2360212121212","10.5360212121212","8349","","MSDIAL_ST 27:1;O;Hex;FA 20:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;NSLQLKQKIHUVTB-PFONDFGANA-N;C53H92O7",0,0,0,"10.2360212121212","10.5360212121212","8349","","MSDIAL_ST 27:1;O;Hex;FA 20:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;NSLQLKQKIHUVTB-PFONDFGANA-N;C53H92O7",0,0,0,"10.2360212121212","10.5360212121212","8349","","MSDIAL_ST 27:1;O;Hex;FA 20:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;NSLQLKQKIHUVTB-PFONDFGANA-N;C53H92O7",0,0,0,"10.2360212121212","10.5360212121212","8349","","MSDIAL_ST 27:1;O;Hex;FA 20:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;NSLQLKQKIHUVTB-PFONDFGANA-N;C53H92O7","858.71813","369.3516","858.7181","10.2360212121212","10.5360212121212","8349"
"","MSDIAL_ST 27:1;O;Hex;FA 20:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;NSLQLKQKIHUVTB-PFONDFGANA-N;C53H92O7",0,0,0,"10.1947680555556","10.4947680555556","14847","","MSDIAL_ST 27:1;O;Hex;FA 20:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;NSLQLKQKIHUVTB-PFONDFGANA-N;C53H92O7",0,0,0,"10.1947680555556","10.4947680555556","14847","","MSDIAL_ST 27:1;O;Hex;FA 20:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;NSLQLKQKIHUVTB-PFONDFGANA-N;C53H92O7",0,0,0,"10.1947680555556","10.4947680555556","14847","","MSDIAL_ST 27:1;O;Hex;FA 20:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;NSLQLKQKIHUVTB-PFONDFGANA-N;C53H92O7",0,0,0,"10.1947680555556","10.4947680555556","14847","","MSDIAL_ST 27:1;O;Hex;FA 20:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;NSLQLKQKIHUVTB-PFONDFGANA-N;C53H92O7",0,0,0,"10.1947680555556","10.4947680555556","14847","","MSDIAL_ST 27:1;O;Hex;FA 20:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;NSLQLKQKIHUVTB-PFONDFGANA-N;C53H92O7","858.71813","369.3516","858.7181","10.1947680555556","10.4947680555556","14847"
"","MSDIAL_ST 27:1;O;Hex;FA 20:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;VSVYBLHETNPZQP-HDXUUTQWNA-N;C53H90O7",0,0,0,"10.4318303030303","10.7318303030303","9836","","MSDIAL_ST 27:1;O;Hex;FA 20:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;VSVYBLHETNPZQP-HDXUUTQWNA-N;C53H90O7",0,0,0,"10.4318303030303","10.7318303030303","9836","","MSDIAL_ST 27:1;O;Hex;FA 20:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;VSVYBLHETNPZQP-HDXUUTQWNA-N;C53H90O7",0,0,0,"10.4318303030303","10.7318303030303","9836","","MSDIAL_ST 27:1;O;Hex;FA 20:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;VSVYBLHETNPZQP-HDXUUTQWNA-N;C53H90O7",0,0,0,"10.4318303030303","10.7318303030303","9836","","MSDIAL_ST 27:1;O;Hex;FA 20:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;VSVYBLHETNPZQP-HDXUUTQWNA-N;C53H90O7",0,0,0,"10.4318303030303","10.7318303030303","9836","","MSDIAL_ST 27:1;O;Hex;FA 20:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;VSVYBLHETNPZQP-HDXUUTQWNA-N;C53H90O7","856.70248","369.3516","856.7025","10.4318303030303","10.7318303030303","9836"
"","MSDIAL_ST 27:1;O;Hex;FA 20:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;VSVYBLHETNPZQP-HDXUUTQWNA-N;C53H90O7",0,0,0,"10.4407930555556","10.7407930555556","17317","","MSDIAL_ST 27:1;O;Hex;FA 20:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;VSVYBLHETNPZQP-HDXUUTQWNA-N;C53H90O7",0,0,0,"10.4407930555556","10.7407930555556","17317","","MSDIAL_ST 27:1;O;Hex;FA 20:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;VSVYBLHETNPZQP-HDXUUTQWNA-N;C53H90O7",0,0,0,"10.4407930555556","10.7407930555556","17317","","MSDIAL_ST 27:1;O;Hex;FA 20:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;VSVYBLHETNPZQP-HDXUUTQWNA-N;C53H90O7",0,0,0,"10.4407930555556","10.7407930555556","17317","","MSDIAL_ST 27:1;O;Hex;FA 20:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;VSVYBLHETNPZQP-HDXUUTQWNA-N;C53H90O7",0,0,0,"10.4407930555556","10.7407930555556","17317","","MSDIAL_ST 27:1;O;Hex;FA 20:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;VSVYBLHETNPZQP-HDXUUTQWNA-N;C53H90O7","856.70248","369.3516","856.7025","10.4407930555556","10.7407930555556","17317"
"","MSDIAL_ST 27:1;O;Hex;FA 20:4;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/CCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;DPIKATAZKQAIKS-GKFVBPDJNA-N;C53H86O7",0,0,0,"7.81433472222222","8.11433472222222","5309","","MSDIAL_ST 27:1;O;Hex;FA 20:4;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/CCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;DPIKATAZKQAIKS-GKFVBPDJNA-N;C53H86O7",0,0,0,"7.81433472222222","8.11433472222222","5309","","MSDIAL_ST 27:1;O;Hex;FA 20:4;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/CCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;DPIKATAZKQAIKS-GKFVBPDJNA-N;C53H86O7",0,0,0,"7.81433472222222","8.11433472222222","5309","","MSDIAL_ST 27:1;O;Hex;FA 20:4;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/CCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;DPIKATAZKQAIKS-GKFVBPDJNA-N;C53H86O7",0,0,0,"7.81433472222222","8.11433472222222","5309","","MSDIAL_ST 27:1;O;Hex;FA 20:4;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/CCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;DPIKATAZKQAIKS-GKFVBPDJNA-N;C53H86O7",0,0,0,"7.81433472222222","8.11433472222222","5309","","MSDIAL_ST 27:1;O;Hex;FA 20:4;[M+NH4]+;CC\C=C/C\C=C/C\C=C/C\C=C/CCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;DPIKATAZKQAIKS-GKFVBPDJNA-N;C53H86O7","852.67118","369.3516","852.6712","7.81433472222222","8.11433472222222","5309"
"","MSDIAL_ST 27:1;O;Hex;FA 21:1;[M+NH4]+;CCCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;FBWIEQZPTAVQKR-NXVVXOECNA-N;C54H94O7",0,0,0,"12.0691569444444","12.3691569444444","7283","","MSDIAL_ST 27:1;O;Hex;FA 21:1;[M+NH4]+;CCCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;FBWIEQZPTAVQKR-NXVVXOECNA-N;C54H94O7",0,0,0,"12.0691569444444","12.3691569444444","7283","","MSDIAL_ST 27:1;O;Hex;FA 21:1;[M+NH4]+;CCCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;FBWIEQZPTAVQKR-NXVVXOECNA-N;C54H94O7",0,0,0,"12.0691569444444","12.3691569444444","7283","","MSDIAL_ST 27:1;O;Hex;FA 21:1;[M+NH4]+;CCCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;FBWIEQZPTAVQKR-NXVVXOECNA-N;C54H94O7",0,0,0,"12.0691569444444","12.3691569444444","7283","","MSDIAL_ST 27:1;O;Hex;FA 21:1;[M+NH4]+;CCCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;FBWIEQZPTAVQKR-NXVVXOECNA-N;C54H94O7",0,0,0,"12.0691569444444","12.3691569444444","7283","","MSDIAL_ST 27:1;O;Hex;FA 21:1;[M+NH4]+;CCCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;FBWIEQZPTAVQKR-NXVVXOECNA-N;C54H94O7","872.73378","369.3516","872.7338","12.0691569444444","12.3691569444444","7283"
"","MSDIAL_ST 27:1;O;Hex;FA 21:1;[M+NH4]+;CCCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;FBWIEQZPTAVQKR-NXVVXOECNA-N;C54H94O7",0,0,0,"12.0874944444444","12.3874944444444","15470","","MSDIAL_ST 27:1;O;Hex;FA 21:1;[M+NH4]+;CCCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;FBWIEQZPTAVQKR-NXVVXOECNA-N;C54H94O7",0,0,0,"12.0874944444444","12.3874944444444","15470","","MSDIAL_ST 27:1;O;Hex;FA 21:1;[M+NH4]+;CCCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;FBWIEQZPTAVQKR-NXVVXOECNA-N;C54H94O7",0,0,0,"12.0874944444444","12.3874944444444","15470","","MSDIAL_ST 27:1;O;Hex;FA 21:1;[M+NH4]+;CCCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;FBWIEQZPTAVQKR-NXVVXOECNA-N;C54H94O7",0,0,0,"12.0874944444444","12.3874944444444","15470","","MSDIAL_ST 27:1;O;Hex;FA 21:1;[M+NH4]+;CCCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;FBWIEQZPTAVQKR-NXVVXOECNA-N;C54H94O7",0,0,0,"12.0874944444444","12.3874944444444","15470","","MSDIAL_ST 27:1;O;Hex;FA 21:1;[M+NH4]+;CCCCCCCCC\C=C/CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;FBWIEQZPTAVQKR-NXVVXOECNA-N;C54H94O7","872.73378","369.3516","872.7338","12.0874944444444","12.3874944444444","15470"
"","MSDIAL_ST 27:1;O;Hex;FA 22:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;NVDTXJPPHULIAQ-UHFFFAOYNA-N;C55H98O7",0,0,0,"12.9528847222222","13.2528847222222","689","","MSDIAL_ST 27:1;O;Hex;FA 22:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;NVDTXJPPHULIAQ-UHFFFAOYNA-N;C55H98O7",0,0,0,"12.9528847222222","13.2528847222222","689","","MSDIAL_ST 27:1;O;Hex;FA 22:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;NVDTXJPPHULIAQ-UHFFFAOYNA-N;C55H98O7",0,0,0,"12.9528847222222","13.2528847222222","689","","MSDIAL_ST 27:1;O;Hex;FA 22:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;NVDTXJPPHULIAQ-UHFFFAOYNA-N;C55H98O7",0,0,0,"12.9528847222222","13.2528847222222","689","","MSDIAL_ST 27:1;O;Hex;FA 22:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;NVDTXJPPHULIAQ-UHFFFAOYNA-N;C55H98O7",0,0,0,"12.9528847222222","13.2528847222222","689","","MSDIAL_ST 27:1;O;Hex;FA 22:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;NVDTXJPPHULIAQ-UHFFFAOYNA-N;C55H98O7","888.76508","369.3516","888.7651","12.9528847222222","13.2528847222222","689"
"","MSDIAL_ST 27:1;O;Hex;FA 22:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;NVDTXJPPHULIAQ-UHFFFAOYNA-N;C55H98O7",0,0,0,"11.4463486111111","11.7463486111111","1345","","MSDIAL_ST 27:1;O;Hex;FA 22:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;NVDTXJPPHULIAQ-UHFFFAOYNA-N;C55H98O7",0,0,0,"11.4463486111111","11.7463486111111","1345","","MSDIAL_ST 27:1;O;Hex;FA 22:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;NVDTXJPPHULIAQ-UHFFFAOYNA-N;C55H98O7",0,0,0,"11.4463486111111","11.7463486111111","1345","","MSDIAL_ST 27:1;O;Hex;FA 22:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;NVDTXJPPHULIAQ-UHFFFAOYNA-N;C55H98O7",0,0,0,"11.4463486111111","11.7463486111111","1345","","MSDIAL_ST 27:1;O;Hex;FA 22:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;NVDTXJPPHULIAQ-UHFFFAOYNA-N;C55H98O7",0,0,0,"11.4463486111111","11.7463486111111","1345","","MSDIAL_ST 27:1;O;Hex;FA 22:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCCC(C)C)C(O)C(O)C1O;NVDTXJPPHULIAQ-UHFFFAOYNA-N;C55H98O7","888.76508","369.3516","888.7651","11.4463486111111","11.7463486111111","1345"
